,Food,Food: Vegetables & Fruits,"Food: Fish, Seafood & Preparations",Food: Meat & Meat Preparations,"Food: Coffee, Tea, Spices & Manufactures",BeveragesTobacco (BT),BT: Beverages,BT: Tobacco & Manufactures,Crude Materials (CM),CM: Metalliferous Ores & Metal Scrap,CM: Crude Rubber,CM: Crude Minerals & Fertilisers,CM: Crude Vegetable & Animal Materials,Mineral Fuels,Mineral Fuels: Petroleum & Pdt & Related Materials,Mineral Fuels: Petroleum,Mineral Fuels: Coal: Coke,Mineral Fuels: Gas,AnimalVegetable Oils (AV),AV: Animal or Vegetable Fats & Oils Nes,AV: Fixed Vegetables Fats & Oils,ChemicalsChemical Products (CH),CH: Medicinal & Pharmaceutical Products,CH: Organic Chemicals,CH: Plastics in Primary Forms,CH: Plastics in Non-primary Forms ,CH: Essential Oils & Resinoids & Perfume Materials,Manufactured Goods (MG),MG: Iron & Steels,MG: Metal Manufactures,MG: Non-ferrous Metals,MG: Non-metallic Mineral Manufactures,MG: Paper & Paperboard ,MG: Rubber Manufactures,MG: Textile Manufactures,MachineryTransport Equipment (MT),MT: Office & Automatic Data-processing Machines ,MT: Telecommunications & Reproducing Apparatus & Equip ,MT: Electrical Machinery Apparatus & Appliances Nes ,MT: Electronics Valves,MT: Parts for Office & DP Machines,MT: Communication Equipment,MT: Electrical Machinery,MT: Electrical Circuit Apparatus,Miscellaneous Manufactured Articles (MM),MM: Disc Media Products & Plastic Articles,MM: Scientific Instruments & Apparatus,"MM: Photographic Supplies, Watches & Optical Goods",MM: Articles of Apparel & Clothing Accessories ,MM: Footwear,Miscellaneous Manufactured Articles Nes,Miscellaneous Transactions Nes,(DC)MT: Data Processing Machines
Jul-91,420.042,131.983,64.267,30.773,39.757,136.372,60.464,75.908,179.634,16.249,71.49,10.813,19.957,1386.337,1385.882,1385.882,0.435,0.02,81.777,41.187,39.082,729.478,36.457,128.674,135.468,60.824,70.271,1455.477,367.232,235.64,161.479,148.025,122.734,52.917,309.367,4924.748,768.221,859.764,1514.183,,,,,,979.552,301.445,174.712,211.02,180.006,31.464,301.445,124.83,
Aug-91,371.005,131.316,41.566,28.993,40.636,130.962,65.197,65.765,189.941,28.545,63.981,13.287,21.559,1375.358,1374.58,1374.58,0.752,0.026,62.209,35.491,25.425,675.573,30.904,117.539,129.78,60.638,70.09,1247.731,295.521,189.191,133.431,143.771,106.258,46.081,284.396,4462.91,652.149,742.65,1391.513,,,,,,867.119,285.881,161.768,169.838,152.514,31.471,285.881,122.405,
Sep-91,396.629,125.892,68.634,30.202,35.397,104.541,56.459,48.083,153.818,13.161,57.829,11.211,17.486,1249.097,1247.132,1247.132,1.941,0.023,63.615,32.091,30.519,655.482,31.58,107.901,123.168,48.92,58.581,1123.62,215.844,164.209,128.661,135.809,106.426,45.703,284.689,4169.354,666.704,703.209,1322.463,,,,,,875.705,297.201,167.54,178.505,138.955,28.037,297.201,113.349,
Oct-91,352.048,90.966,69.747,30.842,37.453,143.082,66.238,76.844,165.804,17.247,53.306,12.853,23.493,1136.756,1136.057,1136.057,0.339,0.36,47.909,28.18,18.379,680.993,31.13,134.442,114.634,57.962,55.427,1261.335,275.372,205.713,136.526,155.938,104.697,48.721,294.852,4201.442,589.178,735.409,1300.546,,,,,,941.378,316.712,159.775,208.453,146.479,28.203,316.712,129.915,
Nov-91,389.776,100.006,68.118,27.671,46.229,125.182,56.72,68.463,164.763,20.433,56.244,12.124,23.658,1440.337,1440.15,1440.15,0.152,0.036,68.084,38.437,29.204,700.038,31.348,112.949,113.452,52.162,59.623,1216.729,257.743,203.131,131.765,157.068,100.476,47.59,275.027,4143.466,622.999,775.251,1319.341,,,,,,908.476,304.018,143.31,211.72,137.892,28.514,304.018,156.956,
Dec-91,410.636,103.175,75.442,32.189,53.547,133.284,54.417,78.867,179.521,15.839,58.585,10.329,30.669,985.146,984.202,984.202,0.438,0.506,66.999,32.448,33.923,691.059,34.865,123.704,121.723,50.146,54.937,1275.184,283.294,198.774,155.316,170.357,101.664,48.477,266.836,4253.348,630.239,771.204,1327.401,,,,,,955.826,329.372,154.344,208.847,154.282,27.902,329.372,127.152,
Jan-92,427.701,111.438,81.403,28.188,64.093,155.604,75.592,80.012,168.76,9.335,60.098,11.924,29.361,1323.891,1323.583,1323.583,0.254,0.055,52.086,25.486,25.965,693.908,32.277,121.22,111.268,43.165,59.089,1134.213,217.344,176.054,134.388,135.808,101.832,47.201,280.865,4077.658,583.692,617.507,1198.137,,,,,,856.936,275.094,139.311,189.1,147.349,28.739,275.094,112.056,
Feb-92,319.262,70.336,55.993,26.247,50.986,103.467,50.183,53.285,133.604,21.166,47.185,10.012,16.121,1050.75,1050.352,1050.352,0.347,0.051,55.756,32.572,22.152,656.074,32.014,95.408,96.732,40.955,53.582,1013.507,211.081,171.427,111.02,132.462,85.35,40.361,226.692,3913.09,567.378,616.901,1175.461,,,,,,776.158,252.603,139.305,174.289,122.604,23.923,252.603,111.547,
Mar-92,408.41,97.771,70.78,28.979,60.574,124.925,64.963,59.962,168.737,11.871,64.64,12.212,21.707,1146.891,1146.554,1146.554,0.304,0.033,94.468,47.416,46.061,788.652,37.644,117.832,125.557,49.341,64.782,1209.051,221.519,199.613,156.721,157.917,105.083,54.824,268.131,4687.792,701.817,778.944,1429.661,,,,,,977.964,319.934,154.91,206.446,181.107,35.811,319.934,118.763,
Apr-92,384.321,89.765,71.657,32.356,46.456,103.392,35.251,68.141,152.22,15.343,54.753,15.342,23.658,1208.246,1206.455,1206.455,0.806,0.986,73.975,43.152,29.508,771.328,36.075,139.597,114.444,50.657,67.664,1255.054,250.969,197.536,194.068,154.246,99.845,51.265,269.536,4379.109,723.825,761.547,1418.253,,,,,,892.432,322.402,140.746,197.715,131.599,25.739,322.402,117.366,
May-92,337.658,78.165,61.956,31.169,36.03,126.864,38.946,87.919,125.619,7.687,45.093,14.098,16.782,1107.582,1105.231,1105.231,1.466,0.885,68.583,37.556,30.437,739.596,37.066,129.022,122.86,45.93,54.872,1199.39,260.588,187.296,166.007,141.886,94.196,49.505,266.055,4102.903,694.277,598.449,1320.401,,,,,,881.952,298.683,157.791,193.745,137.509,23.299,298.683,96.773,
Jun-92,385.833,108,68.288,34.747,31.602,127.27,63.86,63.41,137.987,7.909,44.229,11.57,22.056,1300.019,1298.74,1298.74,0.405,0.875,80.498,39.158,40.674,741.877,33.9,134.16,114.187,50.176,65.738,1326.113,252.312,207.231,227.137,152.872,111.864,56.919,274.759,5101.986,766.815,720.708,1453.571,,,,,,980.56,350.932,173.462,188.475,162.196,26.337,350.932,132.8,
Jul-92,436.897,126.965,70.223,33.536,36.563,124.652,57.587,67.065,168.697,24.189,47.423,13.8,19.918,1321.227,1319.464,1319.464,0.098,1.665,67.565,32.645,34.05,785.348,42.235,132.42,114.202,54.978,77.587,1359.499,276.968,212.55,212.275,156.539,108.176,57.341,284.577,4799.927,769.63,758.525,1609.299,,,,,,1025.826,332.418,176.238,222.977,184.501,27.098,332.418,124.097,
Aug-92,380.033,113.635,71.958,26.825,29.829,129.957,53.481,76.476,137.001,8.312,38.378,18.902,18.68,1105.521,1103.62,1103.62,1.304,0.598,56.061,27.376,27.74,679.312,30.279,104.566,103.331,49.793,74.535,1183.471,197.759,184.998,195.922,146.96,97.986,47.377,267.509,4625.639,746.23,638.239,1401.421,,,,,,901.484,309.305,170.052,183.304,139.425,24.361,309.305,113.939,
Sep-92,356.369,105.192,66.847,26.565,36.419,150.573,74.13,76.443,150.152,15.864,40.021,25.606,17.934,1279.179,1275.169,1275.169,0.414,3.596,52.872,38.394,13.971,717.782,39.048,117.017,110.949,44.013,71.926,1233.78,264.05,188.253,186.903,132.969,99.858,52.096,266.028,4695.288,775.21,695.86,1475.244,,,,,,986.921,333.386,185.441,217.596,150.917,27.56,333.386,103.659,
Oct-92,419.48,109.907,72.186,29.799,42.296,163.221,64.02,99.2,165.774,18.319,48.333,28.084,20.129,1320.321,1319.001,1319.001,0.098,1.221,89.796,57.619,31.565,770.783,40.48,126.743,113.535,48.968,69.725,1381.078,271.768,211.552,252.797,144.514,109.065,54.947,285.985,5018.843,834.067,832.439,1570.055,,,,,,1082.788,372.277,179.419,229.851,183.752,30.836,372.277,110.129,
Nov-92,451.885,101.865,87.617,30.398,52.333,156.034,58.495,97.539,174.671,14.336,47.287,31.836,25.035,1614.5,1614.169,1614.169,0.298,0.033,90.485,59.14,31.08,725.488,35.912,117.297,106.171,47.357,68.039,1281.897,249.972,196.713,209.803,152.246,99.869,51.5,276.588,4968.624,863.688,836.8,1569.725,,,,,,1086.582,383.157,171.808,221.686,181.863,34.788,383.157,112.929,
Dec-92,529.269,135.904,96.931,34.745,76.069,185.583,57.653,127.93,184.206,9.419,58.141,29.769,25.597,1209.119,1208.147,1208.147,0.864,0.108,95.335,61.194,33.997,784.569,44.368,148.298,120.866,51.725,80.947,1468.739,330.297,227.618,217.042,173.791,114.979,62.513,288.311,5959.621,1089.007,947.887,1774.838,,,,,,1268.843,434.503,209.865,261.574,220.536,39.796,434.503,105.356,
Jan-93,391.591,108.277,62.812,26.291,49.579,203.02,44.396,158.625,154.365,11.362,52.25,18.622,20.899,1117.643,1116.566,1116.566,1.06,0.016,81.967,53.69,27.991,680.388,38.079,107.819,103.894,39.939,66.377,1106.432,247.618,175.068,148.357,127.812,97.699,45.979,220.529,4785.411,832.898,703.21,1447.796,,,,,,962.182,313.966,165.364,187.604,186.305,28.754,313.966,91.145,
Feb-93,424.52,96.412,60.034,23.899,50.12,131.596,35.661,95.935,184.517,14.454,60.965,29.433,23.582,1175.447,1175.157,1175.157,0.267,0.022,79.021,52.774,25.997,784.538,47,127.087,119.333,45.408,69.905,1190.752,249.166,183.893,140.117,144.716,111.568,58.436,252.363,5341.802,916.874,859.348,1615.699,,,,,,1054.394,322.92,182.711,229.42,212.135,31.582,322.92,116.327,
Mar-93,424.205,107.3,74.821,31.016,55.309,186.598,68.425,118.173,169.197,8.817,52.155,34.281,21.332,1396.192,1395.777,1395.777,0.36,0.056,59.815,35,24.419,870.603,84.103,136.098,121.952,50.865,76.102,1334.386,252.791,217.906,219.589,151.418,110.231,55.319,283.627,5873.213,1066.761,920.4,1887.859,,,,,,1128.004,374.369,203.208,262.38,169.114,34.342,374.369,119.415,
Apr-93,403.2,94.483,65.98,35.445,44.936,197.869,55.894,141.975,152.426,7.737,40.779,33.512,18.791,1507.889,1506.451,1506.451,0.618,0.82,87.73,51.352,35.918,819.291,54.001,129.404,126.854,49.288,74.574,1495.76,297.447,305.56,232.91,168.468,106.426,59.849,270.667,5707.465,979.947,907.735,1906.831,,,,,,1081.777,380.392,187.775,214.76,177.093,31.421,380.392,124.953,
May-93,384.119,89.044,65.186,28.082,39.574,171.731,56.707,115.025,170.305,17.764,42.353,32.812,20.326,1191.663,1191.25,1191.25,0.376,0.037,109.377,69.476,39.737,857.355,74.264,137.215,125.986,48.866,79.736,1328.495,235.732,218.135,215.431,154.519,110.307,57.58,271.952,5962.47,1049.345,949.193,1910.423,,,,,,1091.556,354.071,193.415,235.398,183.925,31.352,354.071,152.801,
Jun-93,416.314,106.43,67.638,34.337,36.854,160.215,43.637,116.578,161.932,7.664,41.507,40.31,17.623,1277.897,1276.305,1276.305,1.483,0.11,69.94,43.433,26.287,835.641,48.667,126.633,138.193,48.883,71.634,1306.648,256.159,211.89,199.86,151.428,104.052,55.787,263.294,6215.027,1022.915,1058.035,1976.332,,,,,,1148.245,391.4,212.649,236.806,175.818,31.905,391.4,131.224,
Jul-93,408.143,113.214,78.828,31.364,35.146,211.48,73.073,138.407,160.385,20.776,37.834,27.435,18.255,1247.339,1247.12,1247.12,0.087,0.133,47.837,26.578,21.125,869.75,64.976,154.459,139.019,51.624,72.474,1332.826,255.787,214.147,191.978,167.869,110.023,59.407,275.429,6267.707,1041.702,1112.301,2138.329,,,,,,1158.823,381.144,216.516,256.153,176.255,31.595,381.144,148.639,
Aug-93,403.852,119.453,82.834,27.004,36.585,131.984,45.171,86.813,164.329,23.943,34.4,29.844,20.773,1284.534,1283.954,1283.954,0.549,0.03,62.717,30.44,32.225,853.279,74.279,142.181,150.108,48.778,73.879,1295.947,262.317,196.903,216.822,142.338,106.209,62.569,251.025,5917.783,944.467,1048.927,2031.483,,,,,,1076.113,358.418,212.047,218.193,168.243,31.474,358.418,146.907,
Sep-93,468.898,128.288,76.854,34.476,37.836,162.326,53.496,108.83,156.946,9.277,39.839,29.117,20.638,1206.736,1206.189,1206.189,0.398,0.149,69.129,41.365,27.466,774.643,55.678,122.413,145.13,49.539,77.437,1392.524,307.035,218.098,210.743,160.362,107.844,59.737,269.218,6499.309,1077.537,1215.63,2237.216,,,,,,1162.845,356.81,234.059,257.173,192.956,29.253,356.81,158.619,
Oct-93,416.425,101.638,83.786,29.841,41.432,181.104,74.498,106.606,168.519,8.559,32.6,54.251,19.473,1221.629,1220.365,1220.365,1.228,0.036,62.71,36.469,25.053,728.309,55.014,138.675,123.607,47.059,72.805,1358.518,316.007,205.506,198.188,173.043,109.393,55.237,252.734,6502.483,1074.335,1144.644,2133.931,,,,,,1131.634,394.838,228.779,229.237,159.751,29.998,394.838,164.043,
Nov-93,425.402,98.983,87.217,29.354,51.081,148.226,33.362,114.864,161.153,18.406,30.543,32.987,22.765,1177.728,1176.656,1176.656,0.172,0.901,42.629,23.204,19.167,741.768,50.839,129.814,130.909,46.548,74.69,1428.305,317.301,215.838,241.573,162.314,108.108,59.468,275.724,6007.187,1028.379,1085.501,2103.976,,,,,,1173.366,385.124,239.613,239.76,177.592,32.794,385.124,228.378,
Dec-93,466.62,115.193,95.762,33.539,54.782,187.87,61.228,126.641,163.489,8.307,42.426,33.885,21.86,1107.14,1106.771,1106.771,0.323,0.046,60.822,35.768,24.858,799.375,54.691,136.849,132.48,52.446,76.92,1443.37,291.43,239.197,217.425,186.746,113.276,62.269,275.917,6835.623,1124.587,1295.753,2226.038,,,,,,1245.66,398.677,242.028,259.634,194.717,35.84,398.677,241.107,
Jan-94,474.823,126.69,77.285,27.52,70.097,174.732,52.616,122.115,175.866,16.253,39.877,33.904,26.149,1088.682,1086.567,1086.567,1.842,0.272,53.924,31.976,21.188,756.773,55.098,113.29,120.846,47.029,73.609,1350.714,314.581,210.886,170.604,179.624,103.121,51.643,259.89,6338.659,1016.513,1201.994,2187.593,,,,,,1137.536,338.539,216.745,225.995,206.793,39.209,338.539,217.865,
Feb-94,345.504,80.066,70.005,26.51,39.106,166.899,55.499,111.399,161.922,16.153,37.206,34.356,21.483,922.723,922.487,922.487,0.09,0.146,35.254,13.91,21.207,692.761,56.438,133.452,113.857,43.483,59.381,1115.173,292.524,178.694,138.886,133.338,85.183,50.047,194.052,5653.184,928.33,1042.816,2080.217,,,,,,983.516,311.231,194.255,223.644,147.621,27.71,311.231,229.563,
Mar-94,403.694,91.712,68.797,34.18,52.339,143.857,55.905,87.952,170.831,16.92,48.357,29.445,20.976,955.026,954.772,954.772,0.197,0.058,56.572,16.302,40.116,785.78,63.446,141.339,123.01,54.628,82.92,1355.428,254.032,230.972,188.205,198.624,107.968,64.109,252.597,7222.855,1220.542,1071.126,2628.188,,,,,,1210.722,387.443,263.065,245.829,163.178,32.719,387.443,240.013,
Apr-94,443.033,95.315,74.268,36.08,54.716,192.826,77.306,115.521,163.049,13.727,50.228,15.112,19.542,1183.561,1182.837,1182.837,0.385,0.339,51.457,25.353,25.579,855.778,69.619,152.542,151.21,53.687,79.255,1450.931,319.558,236.171,202.575,175.68,116.446,68.936,277.056,7685.988,1253.555,1223.895,3004.542,,,,,,1329.508,418.356,287.219,282.13,204.17,30.901,418.356,204.584,
May-94,390.827,87.004,66.928,37.602,42.627,164.229,55.138,109.092,137.458,8.205,35.011,18.265,19.408,1363.535,1362.305,1362.305,1.192,0.038,37.059,21.749,14.663,810.634,71.008,147.46,142.902,54.56,84.031,1303.352,229.738,216.903,194.912,188.655,115.309,51.126,256.633,7341.853,1303.291,1089.778,2853.822,,,,,,1265.034,425.906,256.426,262.854,187.043,31.095,425.906,207.052,
